date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:03:53	113476/113476	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1bb44%22	https://rsms.me/inter/font-files/InterDisplay-Medium.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-Medium8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:53	120560/120560	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1d6f0%22	https://rsms.me/inter/font-files/InterDisplay-MediumItalic.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-MediumItalic8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:54	113772/113772	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1bc6c%22	https://rsms.me/inter/font-files/InterDisplay-SemiBold.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-SemiBold8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:54	120468/120468	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1d694%22	https://rsms.me/inter/font-files/InterDisplay-SemiBoldItalic.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-SemiBoldItalic8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:54	113556/113556	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1bb94%22	https://rsms.me/inter/font-files/InterDisplay-Bold.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-Bold8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:54	120432/120432	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1d670%22	https://rsms.me/inter/font-files/InterDisplay-BoldItalic.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-BoldItalic8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:55	113636/113636	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1bbe4%22	https://rsms.me/inter/font-files/InterDisplay-ExtraBold.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-ExtraBold8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:55	120712/120712	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1d788%22	https://rsms.me/inter/font-files/InterDisplay-ExtraBoldItalic.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-ExtraBoldItalic8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:55	110308/110308	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1aee4%22	https://rsms.me/inter/font-files/InterDisplay-Black.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-Black8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:56	116820/116820	---M--	200	added ('OK')	font/woff2	etag:%226737eec5-1c854%22	https://rsms.me/inter/font-files/InterDisplay-BlackItalic.woff2?v=4.1	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/rsms.me/inter/font-files/InterDisplay-BlackItalic8c94.woff2	(from https://rsms.me/inter/inter.css)
05:03:56	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2002%20Feb%202025%2013:03:57%20GMT	https://appsaccess-solutions.live/error/index.html	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/appsaccess-solutions.live/error/index.55.delayed	(from https://appsaccess-solutions.live/apiv4wc-connection-success/)
05:03:57	2032/2032	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202025%2013:03:57%20GMT	https://appsaccess-solutions.live/error/	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/appsaccess-solutions.live/error/index.html	(from https://appsaccess-solutions.live/apiv4wc-connection-success/)
05:03:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2002%20Feb%202025%2013:03:57%20GMT	https://appsaccess-solutions.live/index.html	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/appsaccess-solutions.live/index.56.delayed	(from https://appsaccess-solutions.live/apiv4wc-connection-success/)
05:03:58	212/212	---M-Z	200	added ('OK')	text/plain	etag:W/%2264ff612e-1d3%22	https://rsms.me/robots.txt		(from https://rsms.me/inter/inter.css)
05:03:58	0/-1	---M--	308	error ('')			https://appsaccess-solutions.live/index.html	C:/My%20Web%20Sites/aaaaaaaaaaaaappaccess/appsaccess-solutions.live/index.57.delayed	(from https://appsaccess-solutions.live/error/)
